Brand Name,Price (INR),Product Name,Image URLs
DELIZE,"Rs.3,200.00",Repltialian Print Plain-Toe Boots,"['https://assets.ajio.com/medias/sys_master/root/20221102/B6Ow/63625b5ef997ddfdbd513032/delize_off_white_repltialian_print_plain-toe_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/B6Ow/63625b5ef997ddfdbd513021/delize_off_white_repltialian_print_plain-toe_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/B6Ow/63625b5ef997ddfdbd51301d/delize_off_white_repltialian_print_plain-toe_boots.jpg']"
DELIZE,"Rs.4,000.00",Panelled Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230218/oJmD/63f06d24aeb26924e37907b1/delize_tan_panelled_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/oJmD/63f06d24aeb26924e379079b/delize_tan_panelled_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/oJmD/63f06d24aeb26924e379078e/delize_tan_panelled_slip-on_boots.jpg']"
DELIZE,"Rs.4,500.00",Ankle Length Combat Boots,"['https://assets.ajio.com/medias/sys_master/root/20230218/hvhu/63f06d19f997dde6f4afe10a/delize_black_ankle_length_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/hvhu/63f06d19f997dde6f4afe0fb/delize_black_ankle_length_combat_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/hvhu/63f06d19f997dde6f4afe0f6/delize_black_ankle_length_combat_boots.jpg']"
shences,"Rs.1,800.00",Camouflage Print Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220806/ilUg/62ee390bf997dd03e22af225/shences_multicoloured_camouflage_print_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/ilUg/62ee390bf997dd03e22af221/shences_multicoloured_camouflage_print_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/ilUg/62ee390bf997dd03e22af220/shences_multicoloured_camouflage_print_lace-up_boots.jpg']"
shences,"Rs.1,800.00",Camouflage Print Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220806/WeLI/62ee390eaeb26921afcdcc7a/shences_grey_%26_beige_camouflage_print_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/WeLI/62ee390eaeb26921afcdcc70/shences_grey_%26_beige_camouflage_print_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/WeLI/62ee390eaeb26921afcdcc6e/shences_grey_%26_beige_camouflage_print_lace-up_boots.jpg']"
shences,"Rs.1,800.00",Textured Lace-up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220806/zIyu/62ee3919f997dd03e22af334/shences_black_textured_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/zIyu/62ee3919f997dd03e22af330/shences_black_textured_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/zIyu/62ee3919f997dd03e22af32f/shences_black_textured_lace-up_boots_.jpg']"
SAN FRISSCO,"Rs.6,995.00",Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220618/3Zu3/62acd254f997dd03e28dee57/san_frissco_brown_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220618/3Zu3/62acd254f997dd03e28dee43/san_frissco_brown_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220618/3Zu3/62acd254f997dd03e28dee3e/san_frissco_brown_slip-on_ankle-length_boots.jpg']"
DELIZE,"Rs.4,000.00",Indian Ankle Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230218/6pjA/63f06dfaf997dde6f4aff7bd/delize_brown_indian_ankle_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/6pjA/63f06dfaf997dde6f4aff7b9/delize_brown_indian_ankle_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/6pjA/63f06dfaf997dde6f4aff7b8/delize_brown_indian_ankle_length_boots.jpg']"
BXXY,"Rs.1,399.00",Lace-up Boots with Synthetic Upper,"['https://assets.ajio.com/medias/sys_master/root/20230629/celI/649d0df8a9b42d15c9238942/bxxy_black_lace-up_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230629/celI/649d0df8a9b42d15c9238931/bxxy_black_lace-up_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230629/celI/649d0df8a9b42d15c923892c/bxxy_black_lace-up_boots_with_synthetic_upper.jpg']"
BXXY,"Rs.2,999.00",Plain-toe Boots with Synthetic Upper,"['https://assets.ajio.com/medias/sys_master/root/20230629/0iYb/649d074ea9b42d15c922c56e/bxxy_tan_plain-toe_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230629/0iYb/649d074ea9b42d15c922c563/bxxy_tan_plain-toe_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230629/0iYb/649d074ea9b42d15c922c560/bxxy_tan_plain-toe_boots_with_synthetic_upper.jpg']"
BXXY,"Rs.1,799.00",Brogue Ankle-Length Boots with Synthetic upper,"['https://assets.ajio.com/medias/sys_master/root/20230629/wFkF/649d0d38a9b42d15c9237403/bxxy_brown_brogue_ankle-length_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230629/wFkF/649d0d38a9b42d15c92373f3/bxxy_brown_brogue_ankle-length_boots_with_synthetic_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230629/wFkF/649d0d38a9b42d15c92373ee/bxxy_brown_brogue_ankle-length_boots_with_synthetic_upper.jpg']"
Jack & Jones,"Rs.2,400.00",Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20221130/tdPH/63879327aeb269659cc4f023/jack_%26_jones_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221130/tdPH/63879327aeb269659cc4f00b/jack_%26_jones_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221130/tdPH/63879327aeb269659cc4f004/jack_%26_jones_black_ankle-length_lace-up_boots.jpg']"
GUAVA,"Rs.1,350.00",Slip-On Ankle-Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20221125/vJ4Y/637fd5f0f997ddfdbd9aa986/guava_blue_slip-on_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221125/vJ4Y/637fd5f0f997ddfdbd9aa972/guava_blue_slip-on_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221125/vJ4Y/637fd5f0f997ddfdbd9aa96d/guava_blue_slip-on_ankle-length_chelsea_boots.jpg']"
FAUSTO,"Rs.1,399.00",Chelsea Boots with PU upper,"['https://assets.ajio.com/medias/sys_master/root/20230628/qb0X/649bb1f3a9b42d15c9073c1e/fausto_tan_chelsea_boots_with_pu_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/qb0X/649bb1f3a9b42d15c9073c0f/fausto_tan_chelsea_boots_with_pu_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/qb0X/649bb1f3a9b42d15c9073c0b/fausto_tan_chelsea_boots_with_pu_upper.jpg']"
LOUIS STITCH,"Rs.4,589.00",Men Ankle-Length Brogue Boots with Brush,"['https://assets.ajio.com/medias/sys_master/root/20230727/1cmW/64c282f9eebac147fc8ed502/louis_stitch_brunette_brown_men_ankle-length_brogue_boots_with_brush.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230727/1cmW/64c282f9eebac147fc8ed4f2/louis_stitch_brunette_brown_men_ankle-length_brogue_boots_with_brush.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230727/1cmW/64c282f9eebac147fc8ed4ee/louis_stitch_brunette_brown_men_ankle-length_brogue_boots_with_brush.jpg']"
CATLEO,"Rs.3,199.00",Chelsea Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230623/m66M/6495d7bfa9b42d15c9cbe5a5/catleo_tan_chelsea_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/m66M/6495d7bfa9b42d15c9cbe599/catleo_tan_chelsea_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/m66M/6495d7bfa9b42d15c9cbe596/catleo_tan_chelsea_slip-on_boots.jpg']"
SAN FRISSCO,"Rs.6,995.00",Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220618/chjE/62acf002aeb26921af395313/san_frissco_brown_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220618/chjE/62acf002aeb26921af3952f7/san_frissco_brown_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220618/chjE/62acf002aeb26921af3952ef/san_frissco_brown_slip-on_ankle-length_boots.jpg']"
Valiosaa,"Rs.1,812.00",Boots with Metal Eyelids,"['https://assets.ajio.com/medias/sys_master/root/20211012/MMAd/61653451f997dd3ed46ac757/valiosaa_black_boots_with_metal_eyelids.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211012/MMAd/61653451f997dd3ed46ac73e/valiosaa_black_boots_with_metal_eyelids.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211012/MMAd/61653451f997dd3ed46ac73a/valiosaa_black_boots_with_metal_eyelids.jpg']"
Valiosaa,"Rs.1,924.00",Reptilian-Textured Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220504/uGSo/62727c22f997dd03e293c906/valiosaa_navy_reptilian-textured_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/uGSo/62727c22f997dd03e293c902/valiosaa_navy_reptilian-textured_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/uGSo/62727c22f997dd03e293c901/valiosaa_navy_reptilian-textured_lace-up_ankle-length_boots.jpg']"
Valiosaa,"Rs.1,924.00",Ankle-Length Boots with Zip-Closure,"['https://assets.ajio.com/medias/sys_master/root/20220909/vlEP/631a5ca3aeb269dbb37c96e9/valiosaa_brown_ankle-length_boots_with_zip-closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220909/vlEP/631a5ca3aeb269dbb37c96d5/valiosaa_brown_ankle-length_boots_with_zip-closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220909/vlEP/631a5ca3aeb269dbb37c96d0/valiosaa_brown_ankle-length_boots_with_zip-closure.jpg']"
Valiosaa,"Rs.1,814.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/wDh3/64792968d55b7d0c63359193/valiosaa_black_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/wDh3/64792968d55b7d0c6335917c/valiosaa_black_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/wDh3/64792968d55b7d0c63359173/valiosaa_black_lace-up_ankle-length_boots.jpg']"
Valiosaa,"Rs.1,924.00",Mid-Calf Boots with Embellished Detail,"['https://assets.ajio.com/medias/sys_master/root/20220504/fmJG/6272849daeb26921af5488b6/valiosaa_navy_mid-calf_boots_with_embellished_detail.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/fmJG/6272849daeb26921af548898/valiosaa_navy_mid-calf_boots_with_embellished_detail.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/fmJG/6272849daeb26921af548892/valiosaa_navy_mid-calf_boots_with_embellished_detail.jpg']"
Valiosaa,"Rs.1,924.00",Embellished Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/xmbr/647934a4d55b7d0c63370e93/valiosaa_black_embellished_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/xmbr/647934a4d55b7d0c63370e81/valiosaa_black_embellished_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/xmbr/647934a4d55b7d0c63370e7b/valiosaa_black_embellished_mid-calf_boots.jpg']"
Valiosaa,"Rs.1,924.00",Mid-Calf Boots with Metal Accent,"['https://assets.ajio.com/medias/sys_master/root/20220504/T24b/627279d2f997dd03e293bcc3/valiosaa_brown_mid-calf_boots_with_metal_accent.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/T24b/627279d2f997dd03e293bca8/valiosaa_brown_mid-calf_boots_with_metal_accent.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/T24b/627279d2f997dd03e293bca4/valiosaa_brown_mid-calf_boots_with_metal_accent.jpg']"
CARLO ROMANO,"Rs.2,479.00",Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220806/u8my/62ee7cb9f997dd03e22b3631/carlo_romano_red_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/u8my/62ee7cb9f997dd03e22b3626/carlo_romano_red_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/u8my/62ee7cb9f997dd03e22b3623/carlo_romano_red_ankle-length_boots_.jpg']"
Valiosaa,"Rs.1,924.00",Textured Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20211020/XMkb/616f588cf997ddf8f1dc122d/valiosaa_cream_textured_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211020/XMkb/616f588cf997ddf8f1dc1209/valiosaa_cream_textured_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211020/XMkb/616f588cf997ddf8f1dc1202/valiosaa_cream_textured_ankle-length_lace-up_boots.jpg']"
Valiosaa,"Rs.1,924.00",Textured Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220504/TWcL/62727b4faeb26921af545423/valiosaa_navy_textured_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/TWcL/62727b4faeb26921af545403/valiosaa_navy_textured_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/TWcL/62727b4faeb26921af5453f1/valiosaa_navy_textured_lace-up_boots.jpg']"
Valiosaa,"Rs.1,924.00",Textured Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230620/GeFU/6492098dd55b7d0c637edc9a/valiosaa_grey_textured_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/GeFU/6492098dd55b7d0c637edc87/valiosaa_grey_textured_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/GeFU/6492098dd55b7d0c637edc82/valiosaa_grey_textured_lace-up_ankle-length_boots.jpg']"
Valiosaa,"Rs.1,812.00",Solid Regular Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220504/JFyA/62727f70f997dd03e293df74/valiosaa_brown_solid_regular_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/JFyA/62727f70f997dd03e293df6c/valiosaa_brown_solid_regular_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/JFyA/62727f70f997dd03e293df68/valiosaa_brown_solid_regular_boots_.jpg']"
Valiosaa,"Rs.1,812.00",Solid Regular  Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220504/VeRN/62727abff997dd03e293c134/valiosaa_brown_solid_regular__boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/VeRN/62727abff997dd03e293c129/valiosaa_brown_solid_regular__boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/VeRN/62727abff997dd03e293c125/valiosaa_brown_solid_regular__boots_.jpg']"
Valiosaa,"Rs.2,199.00",Textured Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220504/1kLR/6272857aaeb26921af548d04/valiosaa_navy_textured_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/1kLR/6272857aaeb26921af548d00/valiosaa_navy_textured_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/1kLR/6272857aaeb26921af548cff/valiosaa_navy_textured_boots_.jpg']"
Valiosaa,"Rs.2,199.00",Ankle-Length Textured Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230620/N22Z/64920a6fd55b7d0c637ef224/valiosaa_grey_ankle-length_textured_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/N22Z/64920a6fd55b7d0c637ef214/valiosaa_grey_ankle-length_textured_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230620/N22Z/64920a6fd55b7d0c637ef210/valiosaa_grey_ankle-length_textured_lace-up_boots.jpg']"
Valiosaa,"Rs.1,924.00",Reptilian Pattern Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220504/gBB8/62727babaeb26921af5454a4/valiosaa_pink_reptilian_pattern_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/gBB8/62727babaeb26921af54549c/valiosaa_pink_reptilian_pattern_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220504/gBB8/62727babaeb26921af54549a/valiosaa_pink_reptilian_pattern_ankle-length_boots.jpg']"
PELLE ALBERO,"Rs.6,649.00",Croc-Embossed Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230509/P0Ea/645a404942f9e729d7711403/pelle_albero_tan_croc-embossed_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230509/P0Ea/645a404942f9e729d77113f5/pelle_albero_tan_croc-embossed_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230509/P0Ea/645a404942f9e729d77113f1/pelle_albero_tan_croc-embossed_ankle-length_boots_with_zip_closure.jpg']"
CARLO ROMANO,"Rs.3,795.00",Ankle-Length Boots with Zipper,"['https://assets.ajio.com/medias/sys_master/root/20230628/dwIZ/649c052ca9b42d15c9111ba3/carlo_romano_black_ankle-length_boots_with_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/dwIZ/649c052ca9b42d15c9111b93/carlo_romano_black_ankle-length_boots_with_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/dwIZ/649c052ca9b42d15c9111b8f/carlo_romano_black_ankle-length_boots_with_zipper.jpg']"
My My! Footwear,"Rs.4,999.00",Round-Toe Sil-On Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20221226/1sBv/63a9bda1aeb269659c0cfe08/my_my%21_footwear_red_%26_black_round-toe_sil-on_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221226/1sBv/63a9bda1aeb269659c0cfdfe/my_my%21_footwear_red_%26_black_round-toe_sil-on_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221226/1sBv/63a9bda1aeb269659c0cfdfa/my_my%21_footwear_red_%26_black_round-toe_sil-on_mid-calf_boots.jpg']"
Little Surprise Box,"Rs.3,999.00",Mid-Calf Boots with Faux Fur,"['https://assets.ajio.com/medias/sys_master/root/20221122/mPZr/637be63af997ddfdbd8ca44d/little_surprise_box_blue_mid-calf_boots_with_faux_fur.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221122/mPZr/637be63af997ddfdbd8ca441/little_surprise_box_blue_mid-calf_boots_with_faux_fur.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221122/mPZr/637be63af997ddfdbd8ca43e/little_surprise_box_blue_mid-calf_boots_with_faux_fur.jpg']"
Selfiee,"Rs.2,645.00",Ankle-Length Boots with Lace Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230904/CAi4/64f6059fafa4cf41f5a35769/selfiee_navy_blue_ankle-length_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230904/CAi4/64f6059fafa4cf41f5a3575d/selfiee_navy_blue_ankle-length_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230904/CAi4/64f6059fafa4cf41f5a3575a/selfiee_navy_blue_ankle-length_boots_with_lace_fastening.jpg']"
LONDON RAG,"Rs.5,524.00",Women Mid-Calf Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230809/csla/64d29a89eebac147fcb5d739/london_rag_black_women_mid-calf_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/csla/64d29a89eebac147fcb5d72e/london_rag_black_women_mid-calf_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/csla/64d29a89eebac147fcb5d72c/london_rag_black_women_mid-calf_boots_with_zip_closure.jpg']"
STEVE MADDEN,"Rs.4,050.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20211008/Ov2W/615f86d5aeb2692b85b8a0e5/steve_madden_grey_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211008/Ov2W/615f86d5aeb2692b85b8a0e1/steve_madden_grey_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211008/Ov2W/615f86d5aeb2692b85b8a0de/steve_madden_grey_lace-up_ankle-length_boots.jpg']"
STEVE MADDEN,"Rs.18,000.00",Rhinestone Embellished Knee-Length Stiletto Boots,"['https://assets.ajio.com/medias/sys_master/root/20211210/8v5A/61b24d20f997ddf8f148d6fb/steve_madden_gold_rhinestone_embellished_knee-length_stiletto_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211210/8v5A/61b24d20f997ddf8f148d6f7/steve_madden_gold_rhinestone_embellished_knee-length_stiletto_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211210/8v5A/61b24d20f997ddf8f148d6f5/steve_madden_gold_rhinestone_embellished_knee-length_stiletto_boots.jpg']"
STEVE MADDEN,"Rs.6,300.00",Vava Animal Print Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20221117/xFqL/637656dcf997ddfdbd81e53c/steve_madden_brown_vava_animal_print_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221117/xFqL/637656dcf997ddfdbd81e52d/steve_madden_brown_vava_animal_print_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221117/xFqL/637656dcf997ddfdbd81e528/steve_madden_brown_vava_animal_print_knee-length_boots.jpg']"
STEVE MADDEN,"Rs.5,850.00",SM-1362 Croc-Embossed Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20211221/kgRw/61c1f05eaeb269011015b37d/steve_madden_tan_sm-1362_croc-embossed_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211221/kgRw/61c1f05eaeb269011015b353/steve_madden_tan_sm-1362_croc-embossed_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20211221/kgRw/61c1f05eaeb269011015b34f/steve_madden_tan_sm-1362_croc-embossed_knee-length_boots.jpg']"
ID,"Rs.2,015.00",Ankle-Length Wing-Tip Boots,"['https://assets.ajio.com/medias/sys_master/root/20230717/UtHu/64b57a99a9b42d15c95bdc5a/id_olive_green_ankle-length_wing-tip_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230717/UtHu/64b57a99a9b42d15c95bdc56/id_olive_green_ankle-length_wing-tip_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230717/UtHu/64b57a99a9b42d15c95bdc55/id_olive_green_ankle-length_wing-tip_boots.jpg']"
Shoetopia,Rs.688.00,Women Ankle-Length Lace-Up Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20221031/lhBi/635fc611f997ddfdbd4bb390/shoetopia_maroon_women_ankle-length_lace-up_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221031/lhBi/635fc611f997ddfdbd4bb380/shoetopia_maroon_women_ankle-length_lace-up_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221031/lhBi/635fc611f997ddfdbd4bb37c/shoetopia_maroon_women_ankle-length_lace-up_heeled_boots.jpg']"
SHUZ TOUCH,"Rs.1,308.00",Ankle-Length Heeled Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230801/66uL/64c93444eebac147fc9ec287/shuz_touch_black_ankle-length_heeled_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/66uL/64c93444eebac147fc9ec278/shuz_touch_black_ankle-length_heeled_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230801/66uL/64c93444eebac147fc9ec274/shuz_touch_black_ankle-length_heeled_boots_with_zip_closure.jpg']"
BANJOYSHOES,Rs.599.00,Ankle-Length Boots with Lace Fastening,"['https://assets.ajio.com/medias/sys_master/root/20220408/H8Kb/624f5100aeb26921af11fbba/banjoyshoes_maroon_ankle-length_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220408/H8Kb/624f5100aeb26921af11fba4/banjoyshoes_maroon_ankle-length_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220408/H8Kb/624f5100aeb26921af11fb9e/banjoyshoes_maroon_ankle-length_boots_with_lace_fastening.jpg']"
Shoetopia,Rs.898.00,Solid Ankle Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230623/Okih/6494f212d55b7d0c63ac5e28/shoetopia_tan_solid_ankle_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/Okih/6494f212d55b7d0c63ac5e1c/shoetopia_tan_solid_ankle_length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/Okih/6494f212d55b7d0c63ac5e19/shoetopia_tan_solid_ankle_length_boots.jpg']"
Shoetopia,"Rs.1,199.00",Ankle-Length Boots with Velcro Closure,"['https://assets.ajio.com/medias/sys_master/root/20230624/JZ9z/6496565ba9b42d15c9daf674/shoetopia_brown_ankle-length_boots_with_velcro_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/JZ9z/6496565ba9b42d15c9daf664/shoetopia_brown_ankle-length_boots_with_velcro_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/JZ9z/6496565ba9b42d15c9daf660/shoetopia_brown_ankle-length_boots_with_velcro_closure.jpg']"
MUTAQINOTI,"Rs.2,200.00",Chelsea Boots with Cushioned Footbed,"['https://assets.ajio.com/medias/sys_master/root/20230727/L3ol/64c29a56a9b42d15c97564b3/mutaqinoti_british_black_chelsea_boots_with_cushioned_footbed.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230727/L3ol/64c29a56a9b42d15c975649b/mutaqinoti_british_black_chelsea_boots_with_cushioned_footbed.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230727/L3ol/64c29a56a9b42d15c9756496/mutaqinoti_british_black_chelsea_boots_with_cushioned_footbed.jpg']"
DELIZE,"Rs.5,200.00",Ankle-Length Stacked Heel Lace-up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230218/b3L9/63f06da9aeb26924e3791828/delize_magenta_ankle-length_stacked_heel_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/b3L9/63f06da9aeb26924e3791817/delize_magenta_ankle-length_stacked_heel_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/b3L9/63f06da9aeb26924e3791814/delize_magenta_ankle-length_stacked_heel_lace-up_boots.jpg']"
